Forecast Iteration.[Forecast Iteration],Version.[Version Name],Time.[Partial Week],Stat Bucket Weight,Stat Bucket Weight AUR,Stat Bucket Weight AUR Fcst
FI-Default,CurrentWorkingView,16-Apr-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,23-Apr-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,30-Apr-28,0.03333333333333333,0,0
FI-Default,CurrentWorkingView,01-May-28,0.1935483870967742,0.2,1
FI-Default,CurrentWorkingView,07-May-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,14-May-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,21-May-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,28-May-28,0.12903225806451613,0,0
FI-Default,CurrentWorkingView,01-Jun-28,0.1,0.2,1
FI-Default,CurrentWorkingView,04-Jun-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,11-Jun-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,18-Jun-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,25-Jun-28,0.2,0,0
FI-Default,CurrentWorkingView,01-Jul-28,0.03225806451612903,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-Jul-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,09-Jul-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,16-Jul-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,23-Jul-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,30-Jul-28,0.06451612903225806,0,0
FI-Default,CurrentWorkingView,01-Aug-28,0.16129032258064516,0.2,1
FI-Default,CurrentWorkingView,06-Aug-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,13-Aug-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,20-Aug-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,27-Aug-28,0.16129032258064516,0,0
FI-Default,CurrentWorkingView,01-Sep-28,0.06666666666666667,0.2,1
FI-Default,CurrentWorkingView,03-Sep-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,10-Sep-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,17-Sep-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,24-Sep-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,01-Oct-28,0.22580645161290322,0.2,1
FI-Default,CurrentWorkingView,08-Oct-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,15-Oct-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,22-Oct-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,29-Oct-28,0.0967741935483871,0,0
FI-Default,CurrentWorkingView,01-Nov-28,0.13333333333333333,0.2,1
FI-Default,CurrentWorkingView,05-Nov-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,12-Nov-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,19-Nov-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,26-Nov-28,0.16666666666666666,0,0
FI-Default,CurrentWorkingView,01-Dec-28,0.06451612903225806,0.16666666666666666,1
FI-Default,CurrentWorkingView,03-Dec-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,10-Dec-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,17-Dec-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,24-Dec-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,31-Dec-28,0.03225806451612903,0,0
FI-Default,CurrentWorkingView,01-Jan-29,0.1935483870967742,0.2,1
FI-Default,CurrentWorkingView,07-Jan-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,14-Jan-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,21-Jan-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,28-Jan-29,0.12903225806451613,0,0
FI-Default,CurrentWorkingView,01-Feb-29,0.10714285714285714,0.2,1
FI-Default,CurrentWorkingView,04-Feb-29,0.25,0,0
FI-Default,CurrentWorkingView,11-Feb-29,0.25,0,0
FI-Default,CurrentWorkingView,18-Feb-29,0.25,0,0
FI-Default,CurrentWorkingView,25-Feb-29,0.14285714285714285,0,0
FI-Default,CurrentWorkingView,01-Mar-29,0.0967741935483871,0.2,1
FI-Default,CurrentWorkingView,04-Mar-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,11-Mar-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,18-Mar-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,25-Mar-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,01-Apr-29,0.23333333333333334,0.2,1
FI-Default,CurrentWorkingView,08-Apr-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,15-Apr-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,22-Apr-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,29-Apr-29,0.06666666666666667,0,0
FI-Default,CurrentWorkingView,01-May-29,0.16129032258064516,0.2,1
FI-Default,CurrentWorkingView,06-May-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,13-May-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,20-May-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,27-May-29,0.16129032258064516,0,0
FI-Default,CurrentWorkingView,01-Jun-29,0.06666666666666667,0.2,1
FI-Default,CurrentWorkingView,03-Jun-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,10-Jun-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,17-Jun-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,24-Jun-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,01-Jul-29,0.22580645161290322,0.2,1
FI-Default,CurrentWorkingView,08-Jul-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,15-Jul-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,22-Jul-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,29-Jul-29,0.0967741935483871,0,0
FI-Default,CurrentWorkingView,01-Aug-29,0.12903225806451613,0.2,1
FI-Default,CurrentWorkingView,05-Aug-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,12-Aug-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,19-Aug-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,26-Aug-29,0.1935483870967742,0,0
FI-Default,CurrentWorkingView,01-Sep-29,0.03333333333333333,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-Sep-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,09-Sep-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,16-Sep-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,23-Sep-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,30-Sep-29,0.03333333333333333,0,0
FI-Default,CurrentWorkingView,01-Oct-29,0.1935483870967742,0.2,1
FI-Default,CurrentWorkingView,07-Oct-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,14-Oct-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,21-Oct-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,28-Oct-29,0.12903225806451613,0,0
FI-Default,CurrentWorkingView,01-Nov-29,0.1,0.2,1
FI-Default,CurrentWorkingView,04-Nov-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,11-Nov-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,18-Nov-29,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,25-Nov-29,0.2,0,0
FI-Default,CurrentWorkingView,01-Dec-29,0.03225806451612903,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-Dec-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,09-Dec-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,16-Dec-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,23-Dec-29,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,30-Dec-29,0.06451612903225806,0,0
FI-Default,CurrentWorkingView,01-Jan-30,0.16129032258064516,0.2,1
FI-Default,CurrentWorkingView,06-Jan-30,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,13-Jan-30,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,20-Jan-30,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,27-Jan-30,0.16129032258064516,0,0
FI-Default,CurrentWorkingView,01-Feb-30,0.07142857142857142,0.2,1
FI-Default,CurrentWorkingView,03-Feb-30,0.25,0,0
FI-Default,CurrentWorkingView,10-Feb-30,0.25,0,0
FI-Default,CurrentWorkingView,17-Feb-30,0.25,0,0
FI-Default,CurrentWorkingView,24-Feb-30,0.17857142857142858,0,0
FI-Default,CurrentWorkingView,01-Mar-30,0.06451612903225806,0.16666666666666666,1
FI-Default,CurrentWorkingView,03-Mar-30,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,10-Mar-30,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,17-Mar-30,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,24-Mar-30,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,31-Mar-30,0.03225806451612903,0,0
FI-Default,CurrentWorkingView,01-Apr-30,0.2,0.2,1
FI-Default,CurrentWorkingView,07-Apr-30,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,14-Apr-30,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,21-Apr-30,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,28-Apr-30,0.1,0,0
FI-Default,CurrentWorkingView,01-May-30,0.12903225806451613,0.2,1
FI-Default,CurrentWorkingView,05-May-30,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,12-May-30,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,19-May-30,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,26-May-30,0.1935483870967742,0,0
